lat,long
21.4378,106.2106
21.4378,106.2110
21.4378,106.2113
21.4378,106.2116
21.4378,106.2120
21.4378,106.2123
21.4378,106.2127
21.4378,106.2130
21.4378,106.2133
21.4378,106.2137
21.4378,106.2140
21.4378,106.2144
21.4378,106.2147
21.4378,106.2150
21.4378,106.2154
21.4378,106.2157
21.4378,106.2161
21.4378,106.2164
21.4378,106.2167
21.4378,106.2171
21.4378,106.2174
21.4378,106.2178
21.4378,106.2181
21.4378,106.2185
21.4378,106.2188
21.4378,106.2191
21.4378,106.2195
21.4378,106.2198
21.4378,106.2202
21.4378,106.2205
21.4378,106.2208
21.4378,106.2212
21.4378,106.2215
21.4378,106.2219
21.4378,106.2222
21.4378,106.2225
21.4378,106.2232
21.4378,106.2239
21.4378,106.2242
21.4378,106.2246
21.4378,106.2249
21.4378,106.2253
21.4378,106.2256
21.4378,106.2259
21.4378,106.2263
21.4378,106.2266
21.4378,106.2270
21.4378,106.2273
21.4378,106.2276
21.4378,106.2280
21.4378,106.2283
21.4378,106.2287
21.4378,106.2290
21.4378,106.2294
21.4378,106.2297
21.4378,106.2300
21.4378,106.2304
21.4378,106.2307
21.4378,106.2311
21.4378,106.2314
21.4378,106.2317
21.4378,106.2321
21.4378,106.2324
21.4378,106.2328
21.4378,106.2331
21.4378,106.2334
21.4378,106.2338
21.4378,106.2341
21.4378,106.2345
21.4378,106.2348
21.4378,106.2351
21.4378,106.2355
21.4378,106.2358
21.4378,106.2362
21.4378,106.2365
21.4378,106.2368
21.4378,106.2372
21.4378,106.2375
21.4378,106.2379
21.4378,106.2382
21.4378,106.2386
21.4378,106.2389
21.4378,106.2392
21.4378,106.2396
21.4378,106.2457
21.4378,106.2460
21.4378,106.2464
21.4378,106.2467
21.4378,106.2471
21.4378,106.2474
21.4378,106.2478
21.4378,106.2481
21.4374,105.3613
21.4374,105.3623
21.4374,105.3626
21.4374,105.3630
21.4374,105.3633
21.4374,105.3636
21.4374,105.3643
21.4374,105.3647
21.4374,105.3650
21.4374,105.3654
21.4374,105.3657
21.4374,105.3660
21.4374,105.3664
21.4374,105.3667
21.4374,105.3671
21.4374,105.3674
21.4374,105.3677
21.4374,105.3684
21.4374,105.3694
21.4374,105.3698
21.4374,105.3701
21.4374,105.3705
21.4374,105.3708
21.4374,105.3711
21.4374,105.3715
21.4374,105.3718
21.4374,105.3722
21.4374,105.3728
21.4374,105.3732
21.4374,105.3735
21.4374,105.3739
21.4374,105.3742
21.4374,105.3752
21.4374,105.3810
21.4374,105.3820
21.4374,105.3824
21.4374,105.3834
21.4374,105.3838
21.4374,105.3841
21.4374,105.3844
21.4374,105.3848
21.4374,105.3851
21.4374,105.3855
21.4374,105.3858
21.4374,105.3861
21.4374,105.3865
21.4374,105.3868
21.4374,105.3872
21.4374,105.3875
21.4374,105.3878
21.4374,105.3882
21.4374,105.3885
21.4374,105.3889
21.4374,105.3892
21.4374,105.3895
21.4374,105.3899
21.4374,105.3902
21.4374,105.3906
21.4374,105.3909
21.4374,105.3912
21.4374,105.3916
21.4374,105.3919
21.4374,105.3923
21.4374,105.3926
21.4374,105.3929
21.4374,105.3933
21.4374,105.3940
21.4374,105.3953
21.4374,105.3957
21.4374,105.3960
21.4374,105.3964
21.4374,105.3967
21.4374,105.3970
21.4374,105.3977
21.4374,105.3987
21.4374,105.4004
21.4374,105.4008
21.4374,105.4011
21.4374,105.4015
21.4374,105.4018
21.4374,105.4021
21.4374,105.4025
21.4374,105.4028
21.4374,105.4032
21.4374,105.4035
21.4374,105.4039
21.4374,105.4042
21.4374,105.4056
21.4374,105.4062
21.4374,105.4066
21.4374,105.4069
21.4374,105.4073
21.4374,105.4076
21.4374,105.4079
21.4374,105.4083
21.4374,105.4086
21.4374,105.4090
21.4374,105.4093
21.4374,105.4096
21.4374,105.4100
21.4374,105.4103
21.4374,105.4107
21.4374,105.4110
21.4374,105.4113
21.4374,105.4117
21.4374,105.4120
21.4374,105.4124
21.4374,105.4127
21.4374,105.4131
21.4374,105.4134
21.4374,105.4137
21.4374,105.4141
21.4374,105.4144
21.4374,105.4148
21.4374,105.4151
21.4374,105.4154
21.4374,105.4158
21.4374,105.4161
21.4374,105.4171
21.4374,105.4175
21.4374,105.4178
21.4374,105.4182
21.4374,105.4185
21.4374,105.4188
21.4374,105.4192
21.4374,105.4195
21.4374,105.4199
21.4374,105.4205
21.4374,105.4209
21.4374,105.4212
21.4374,105.4222
21.4374,105.4226
21.4374,105.4260
21.4374,105.4287
21.4374,105.4297
21.4374,105.4304
21.4374,105.4345
21.4374,105.4352
21.4374,105.4355
21.4374,105.4362
21.4374,105.4366
21.4374,105.4369
21.4374,105.4372
21.4374,105.4376
21.4374,105.4379
21.4374,105.4383
21.4374,105.4386
21.4374,105.4389
21.4374,105.4393
21.4374,105.4400
21.4374,105.4423
21.4374,105.4427
21.4374,105.4430
21.4374,105.4437
21.4374,105.4441
21.4374,105.4444
21.4374,105.4447
21.4374,105.4451
21.4374,105.4454
21.4374,105.4458
21.4374,105.4461
21.4374,105.4464
21.4374,105.4468
21.4374,105.4471
21.4374,105.4478
21.4374,105.4498
21.4374,105.4502
21.4374,105.4505
21.4374,105.4509
21.4374,105.4512
21.4374,105.4515
21.4374,105.4519
21.4374,105.4522
21.4374,105.4526
21.4374,105.4529
21.4374,105.4533
21.4374,105.4536
21.4374,105.4539
21.4374,105.4543
21.4374,105.4550
21.4374,105.4553
21.4374,105.4556
21.4374,105.4560
21.4374,105.4563
21.4374,105.4594
21.4374,105.4601
21.4374,105.4604
21.4374,105.4607
21.4374,105.4611
21.4374,105.4614
21.4374,105.4618
21.4374,105.4631
21.4374,105.4672
21.4374,105.4676
21.4374,105.4679
21.4374,105.4682
21.4374,105.4686
21.4374,105.4689
21.4374,105.4693
21.4374,105.4696
21.4374,105.4727
21.4374,105.4734
21.4374,105.4740
21.4374,105.4757
21.4374,105.4764
21.4374,105.4771
21.4374,105.4774
21.4374,105.4781
21.4374,105.4791
21.4374,105.4795
21.4374,105.4808
21.4374,105.4812
21.4374,105.4815
21.4374,105.4819
21.4374,105.4826
21.4374,105.4829
21.4374,105.4832
21.4374,105.4836
21.4374,105.4843
21.4374,105.4846
21.4374,105.4849
21.4374,105.4853
21.4374,105.4856
21.4374,105.4860
21.4374,105.4866
21.4374,105.4870
21.4374,105.4873
21.4374,105.4880
21.4374,105.4883
21.4374,105.4887
21.4374,105.4890
21.4374,105.4894
21.4374,105.4897
21.4374,105.4900
21.4374,105.4904
21.4374,105.4907
21.4374,105.4911
21.4374,105.4914
21.4374,105.4924
21.4374,105.4928
21.4374,105.4931
21.4374,105.4935
21.4374,105.4938
21.4374,105.4941
21.4374,105.4945
21.4374,105.4948
21.4374,105.4952
21.4374,105.4955
21.4374,105.4958
21.4374,105.4962
21.4374,105.4965
21.4374,105.4969
21.4374,105.4972
21.4374,105.4975
21.4374,105.4979
21.4374,105.4982
21.4374,105.4986
21.4374,105.4989
21.4374,105.4992
21.4374,105.4996
21.4374,105.4999
21.4374,105.5009
21.4374,105.5027
21.4374,105.5033
21.4374,105.5037
21.4374,105.5050
21.4374,105.5054
21.4374,105.5057
21.4374,105.5067
21.4374,105.5071
21.4374,105.5074
21.4374,105.5081
21.4374,105.5084
21.4374,105.5088
21.4374,105.5091
21.4374,105.5095
21.4374,105.5098
21.4374,105.5101
21.4374,105.5105
21.4374,105.5108
21.4374,105.5112
21.4374,105.5115
21.4374,105.5119
21.4374,105.5122
21.4374,105.5125
21.4374,105.5129
21.4374,105.5132
21.4374,105.5136
21.4374,105.5139
21.4374,105.5142
21.4374,105.5146
21.4374,105.5149
21.4374,105.5153
21.4374,105.5156
21.4374,105.5159
21.4374,105.5163
21.4374,105.5166
21.4374,105.5170
21.4374,105.5173
21.4374,105.5176
21.4374,105.5180
21.4374,105.5183
21.4374,105.5187
21.4374,105.5190
21.4374,105.5200
21.4374,105.5217
21.4374,105.5228
21.4374,105.5231
21.4374,105.5234
21.4374,105.5238
21.4374,105.5241
21.4374,105.5275
21.4374,105.5279
21.4374,105.5285
21.4374,105.5289
21.4374,105.5296
21.4374,105.5299
21.4374,105.5302
21.4374,105.5306
21.4374,105.5309
21.4374,105.5313
21.4374,105.5316
21.4374,105.5320
21.4374,105.5323
21.4374,105.5326
21.4374,105.5330
21.4374,105.5333
21.4374,105.5340
21.4374,105.5343
21.4374,105.5347
21.4374,105.5350
21.4374,105.5354
21.4374,105.5357
21.4374,105.5360
21.4374,105.5364
21.4374,105.5367
21.4374,105.5371
21.4374,105.5374
21.4374,105.5377
21.4374,105.5381
21.4374,105.5384
21.4374,105.5388
21.4374,105.5391
21.4374,105.5394
21.4374,105.5398
21.4374,105.5401
21.4374,105.5405
21.4374,105.5408
21.4374,105.5412
21.4374,105.5415
21.4374,105.5418
21.4374,105.5422
21.4374,105.5425
21.4374,105.5429
21.4374,105.5432
21.4374,105.5435
21.4374,105.5439
21.4374,105.5442
21.4374,105.5449
21.4374,105.5452
21.4374,105.5456
21.4374,105.5459
21.4374,105.5463
21.4374,105.5466
21.4374,105.5469
21.4374,105.5473
21.4374,105.5476
21.4374,105.5480
21.4374,105.5483
21.4374,105.5490
21.4374,105.5493
21.4374,105.5497
21.4374,105.5500
21.4374,105.5503
21.4374,105.5510
21.4374,105.5514
21.4374,105.5517
21.4374,105.5521
21.4374,105.5524
21.4374,105.5527
21.4374,105.5538
21.4374,105.5541
21.4374,105.5544
21.4374,105.5548
21.4374,105.5551
21.4374,105.5555
21.4374,105.5558
21.4374,105.5561
21.4374,105.5565
21.4374,105.5568
21.4374,105.5572
21.4374,105.5575
21.4374,105.5578
21.4374,105.5585
21.4374,105.5589
21.4374,105.5592
21.4374,105.5595
21.4374,105.5599
21.4374,105.5602
21.4374,105.5606
21.4374,105.5609
21.4374,105.5613
21.4374,105.5616
21.4374,105.5619
21.4374,105.5623
21.4374,105.5626
21.4374,105.5630
21.4374,105.5633
21.4374,105.5636
21.4374,105.5640
21.4374,105.5643
21.4374,105.5647
21.4374,105.5650
21.4374,105.5653
21.4374,105.5657
21.4374,105.5660
21.4374,105.5664
21.4374,105.5667
21.4374,105.5674
21.4374,105.5677
21.4374,105.5681
21.4374,105.5684
21.4374,105.5687
21.4374,105.5691
21.4374,105.5694
21.4374,105.5698
21.4374,105.5701
21.4374,105.5705
21.4374,105.5711
21.4374,105.5715
21.4374,105.5718
21.4374,105.5725
21.4374,105.5739
21.4374,105.5742
21.4374,105.5749
21.4374,105.5752
21.4374,105.5756
21.4374,105.5759
21.4374,105.5769
21.4374,105.5783
21.4374,105.5786
21.4374,105.5790
21.4374,105.5793
21.4374,105.5796
21.4374,105.5800
21.4374,105.5803
21.4374,105.5807
21.4374,105.5810
21.4374,105.5814
21.4374,105.5817
21.4374,105.5820
21.4374,105.5824
21.4374,105.5827
21.4374,105.5831
21.4374,105.5834
21.4374,105.5837
21.4374,105.5841
21.4374,105.5844
21.4374,105.5848
21.4374,105.5851
21.4374,105.5854
21.4374,105.5858
21.4374,105.5861
21.4374,105.5865
21.4374,105.5868
21.4374,105.5882
21.4374,105.5909
21.4374,105.5912
21.4374,105.5916
21.4374,105.5919
21.4374,105.5923
21.4374,105.5926
21.4374,105.5929
21.4374,105.5933
21.4374,105.5936
21.4374,105.5940
21.4374,105.5943
21.4374,105.5980
21.4374,105.5984
21.4374,105.5987
21.4374,105.5991
21.4374,105.5994
21.4374,105.5998
21.4374,105.6001
21.4374,105.6004
21.4374,105.6008
21.4374,105.6011
21.4374,105.6015
21.4374,105.6018
21.4374,105.6021
21.4374,105.6025
21.4374,105.6028
21.4374,105.6032
21.4374,105.6035
21.4374,105.6038
21.4374,105.6042
21.4374,105.6045
21.4374,105.6049
21.4374,105.6052
21.4374,105.6059
21.4374,105.7425
21.4374,105.7432
21.4374,105.7435
21.4374,105.7439
21.4374,105.7442
21.4374,105.7476
21.4374,105.7486
21.4374,105.7490
21.4374,105.7493
21.4374,105.7531
21.4374,105.7551
21.4374,105.7554
21.4374,105.7558
21.4374,105.7585
21.4374,105.7589
21.4374,105.7595
21.4374,105.7599
21.4374,105.7602
21.4374,105.7612
21.4374,105.7660
21.4374,105.7663
21.4374,105.7667
21.4374,105.7670
21.4374,105.7674
21.4374,105.7820
21.4374,105.7824
21.4374,105.7827
21.4374,105.7830
21.4374,105.7834
21.4374,105.7854
21.4374,105.7861
21.4374,105.7865
21.4374,105.7871
21.4374,105.7899
21.4374,105.7902
21.4374,105.7909
21.4374,105.7912
21.4374,105.7916
21.4374,105.7919
21.4374,105.7956
21.4374,105.7963
21.4374,105.7977
21.4374,105.7991
21.4374,105.7994
21.4374,105.8001
21.4374,105.8004
21.4374,105.8018
21.4374,105.8042
21.4374,105.8048
21.4374,105.8055
21.4374,105.8059
21.4374,105.8062
21.4374,105.8076
21.4374,105.8079
21.4374,105.8083
21.4374,105.8086
21.4374,105.8089
21.4374,105.8093
21.4374,105.8096
21.4374,105.8100
21.4374,105.8103
21.4374,105.8106
21.4374,105.8110
21.4374,105.8113
21.4374,105.8117
21.4374,105.8120
21.4374,105.8123
21.4374,105.8127
21.4374,105.8130
21.4374,105.8134
21.4374,105.8137
21.4374,105.8140
21.4374,105.8144
21.4374,105.8168
21.4374,105.8171
21.4374,105.8195
21.4374,105.8198
21.4374,105.8222
21.4374,105.8229
21.4374,105.8232
21.4374,105.8236
21.4374,105.8256
21.4374,105.8260
21.4374,105.8263
21.4374,105.8267
21.4374,105.8270
21.4374,105.8277
21.4374,105.8290
21.4374,105.8294
21.4374,105.8297
21.4374,105.8301
21.4374,105.8304
21.4374,105.8307
21.4374,105.8311
21.4374,105.8314
21.4374,105.8318
21.4374,105.8321
21.4374,105.8328
21.4374,105.8331
21.4374,105.8341
21.4374,105.8355
21.4374,105.8359
21.4374,105.8365
21.4374,105.8372
21.4374,105.8403
21.4374,105.8423
21.4374,105.8427
21.4374,105.8433
21.4374,105.8437
21.4374,105.8440
21.4374,105.8444
21.4374,105.8447
21.4374,105.8457
21.4374,105.8461
21.4374,105.8464
21.4374,105.8468
21.4374,105.8471
21.4374,105.8474
21.4374,105.8478
21.4374,105.8481
21.4374,105.8485
21.4374,105.8488
21.4374,105.8491
21.4374,105.8495
21.4374,105.8498
21.4374,105.8502
21.4374,105.8505
21.4374,105.8508
21.4374,105.8512
21.4374,105.8515
21.4374,105.8519
21.4374,105.8532
21.4374,105.8536
21.4374,105.8539
21.4374,105.8542
21.4374,105.8546
21.4374,105.8556
21.4374,105.8566
21.4374,105.8577
21.4374,105.8580
21.4374,105.8583
21.4374,105.8611
21.4374,105.8614
21.4374,105.8617
21.4374,105.8621
21.4374,105.8624
21.4374,105.8628
21.4374,105.8631
21.4374,105.8634
21.4374,105.8638
21.4374,105.8641
21.4374,105.8645
21.4374,105.8648
21.4374,105.8652
21.4374,105.8655
21.4374,105.8658
21.4374,105.8662
21.4374,105.8665
21.4374,105.8669
21.4374,105.8672
21.4374,105.8675
21.4374,105.8679
21.4374,105.8682
21.4374,105.8696
21.4374,105.8716
21.4374,105.8720
21.4374,105.8723
21.4374,105.8726
21.4374,105.8730
21.4374,105.8733
21.4374,105.8737
21.4374,105.8740
21.4374,105.8747
21.4374,105.8750
21.4374,105.8757
21.4374,105.8761
21.4374,105.8764
21.4374,105.8767
21.4374,105.8771
21.4374,105.8774
21.4374,105.8778
21.4374,105.8781
21.4374,105.8784
21.4374,105.8788
21.4374,105.8791
21.4374,105.8795
21.4374,105.8798
21.4374,105.8801
21.4374,105.8805
21.4374,105.8808
21.4374,105.8812
21.4374,105.8815
21.4374,105.8818
21.4374,105.8822
21.4374,105.8825
21.4374,105.8829
21.4374,105.8832
21.4374,105.8835
21.4374,105.8839
21.4374,105.8842
21.4374,105.8846
21.4374,105.8849
21.4374,105.8853
21.4374,105.8856
21.4374,105.8859
21.4374,105.8863
21.4374,105.8866
21.4374,105.8870
21.4374,105.8873
21.4374,105.8876
21.4374,105.8880
21.4374,105.8883
21.4374,105.8887
21.4374,105.8890
21.4374,105.8893
21.4374,105.8897
21.4374,105.8900
21.4374,105.8904
21.4374,105.8907
21.4374,105.8910
21.4374,105.8914
21.4374,105.8917
21.4374,105.8921
21.4374,105.8924
21.4374,105.8927
21.4374,105.8931
21.4374,105.8934
21.4374,105.8938
21.4374,105.8941
21.4374,105.8945
21.4374,105.8948
21.4374,105.8951
21.4374,105.8955
21.4374,105.8958
21.4374,105.8962
21.4374,105.8965
21.4374,105.8968
21.4374,105.8972
21.4374,105.8975
21.4374,105.8979
21.4374,105.8982
21.4374,105.8985
21.4374,105.8989
21.4374,105.8992
21.4374,105.8996
21.4374,105.8999
21.4374,105.9002
21.4374,105.9006
21.4374,105.9009
21.4374,105.9013
21.4374,105.9016
21.4374,105.9019
21.4374,105.9023
21.4374,105.9026
21.4374,105.9030
21.4374,105.9033
21.4374,105.9036
21.4374,105.9040
21.4374,105.9043
21.4374,105.9047
21.4374,105.9050
21.4374,105.9054
21.4374,105.9057
