,lat,lon,cluster
0,21.429879999999997,105.42361000000001,2
1,21.429879999999997,105.42395,2
2,21.429879999999997,105.42428999999998,2
3,21.429879999999997,105.42463000000001,2
4,21.429879999999997,105.42532,2
5,21.429879999999997,105.42566000000001,2
6,21.429879999999997,105.42736000000001,2
7,21.429879999999997,105.4277,2
8,21.429879999999997,105.42974,2
9,21.429879999999997,105.43008,2
10,21.429879999999997,105.43043,2
11,21.429879999999997,105.43111,2
12,21.429879999999997,105.43145,2
13,21.429879999999997,105.43247,2
14,21.429879999999997,105.43281,2
15,21.429879999999997,105.43315,2
16,21.429879999999997,105.43348999999999,2
17,21.429879999999997,105.43383,2
18,21.429879999999997,105.43417,2
19,21.429879999999997,105.43451,2
20,21.429879999999997,105.43485,2
21,21.429879999999997,105.4352,2
22,21.429879999999997,105.43553999999999,2
23,21.429879999999997,105.43588000000001,2
24,21.429879999999997,105.43621999999999,2
25,21.429879999999997,105.43656000000001,2
26,21.429879999999997,105.4369,2
27,21.429879999999997,105.43723999999999,2
28,21.429879999999997,105.43758000000001,2
29,21.429879999999997,105.43928000000001,2
30,21.429879999999997,105.43961999999999,2
31,21.429879999999997,105.44031000000001,2
32,21.429879999999997,105.44065,2
33,21.429879999999997,105.44098999999999,2
34,21.429879999999997,105.44133000000001,2
35,21.429879999999997,105.44167,2
36,21.429879999999997,105.44201000000001,2
37,21.429879999999997,105.44235,2
38,21.429879999999997,105.44268999999998,2
39,21.429879999999997,105.44303000000001,2
40,21.429879999999997,105.44371000000001,2
41,21.429879999999997,105.4461,2
42,21.429879999999997,105.4478,2
43,21.429879999999997,105.44814,2
44,21.429879999999997,105.44848,2
45,21.429879999999997,105.44985,2
46,21.429879999999997,105.45018999999999,2
47,21.429879999999997,105.45053,2
48,21.429879999999997,105.45087,2
49,21.429879999999997,105.45121,2
50,21.429879999999997,105.45155,2
51,21.429879999999997,105.45188999999999,2
52,21.429879999999997,105.45223,2
53,21.429879999999997,105.45257,2
54,21.429879999999997,105.45291,2
55,21.429879999999997,105.45325,2
56,21.429879999999997,105.45358999999999,2
57,21.429879999999997,105.45393,2
58,21.429879999999997,105.45427,2
59,21.429879999999997,105.45461,2
60,21.429879999999997,105.45496000000001,2
61,21.429879999999997,105.4553,2
62,21.429879999999997,105.45563999999999,2
63,21.429879999999997,105.45598000000001,2
64,21.429879999999997,105.45631999999999,2
65,21.429879999999997,105.45666000000001,2
66,21.429879999999997,105.45700000000001,2
67,21.429879999999997,105.45733999999999,2
68,21.429879999999997,105.45801999999999,2
69,21.429879999999997,105.45836000000001,2
70,21.429879999999997,105.4587,2
71,21.429879999999997,105.45903999999999,2
72,21.429879999999997,105.45938000000001,2
73,21.429879999999997,105.45973000000001,2
74,21.429879999999997,105.46007,2
75,21.429879999999997,105.46041000000001,2
76,21.429879999999997,105.46075,2
77,21.429879999999997,105.46108999999998,2
78,21.429879999999997,105.46143000000001,2
79,21.429879999999997,105.46177,2
80,21.429879999999997,105.46245,2
81,21.429879999999997,105.46278999999998,2
82,21.429879999999997,105.46313,2
83,21.429879999999997,105.46347,2
84,21.429879999999997,105.46381000000001,2
85,21.429879999999997,105.46415,2
86,21.429879999999997,105.46484,2
87,21.429879999999997,105.46518,2
88,21.429879999999997,105.46552,2
89,21.429879999999997,105.46586,2
90,21.429879999999997,105.46654,2
91,21.429879999999997,105.46688,2
92,21.429879999999997,105.46722,2
93,21.429879999999997,105.46756,2
94,21.429879999999997,105.4679,2
95,21.429879999999997,105.46824,2
96,21.429879999999997,105.46858,2
97,21.429879999999997,105.46892,2
98,21.429879999999997,105.47097,2
99,21.429879999999997,105.47131,2
100,21.429879999999997,105.47198999999999,2
101,21.429879999999997,105.47267,2
102,21.429879999999997,105.47301000000002,2
103,21.429879999999997,105.47335,2
104,21.429879999999997,105.47368999999999,2
105,21.429879999999997,105.47438000000001,2
106,21.429879999999997,105.4754,2
107,21.429879999999997,105.47573999999999,2
108,21.429879999999997,105.47608000000001,2
109,21.429879999999997,105.47641999999999,2
110,21.429879999999997,105.47676000000001,2
111,21.429879999999997,105.4771,2
112,21.429879999999997,105.47743999999999,2
113,21.429879999999997,105.47778000000001,2
114,21.429879999999997,105.47811999999999,2
115,21.429879999999997,105.4788,4
116,21.429879999999997,105.48118999999998,2
117,21.429879999999997,105.48153,2
118,21.429879999999997,105.48494,2
119,21.429879999999997,105.48528,4
120,21.429879999999997,105.48562,2
121,21.429879999999997,105.48596,2
122,21.429879999999997,105.4863,3
123,21.429879999999997,105.48664,4
124,21.429879999999997,105.48698,2
125,21.429879999999997,105.48732,4
126,21.429879999999997,105.48766,4
127,21.429879999999997,105.488,4
128,21.429879999999997,105.48834,4
129,21.429879999999997,105.48971,2
130,21.429879999999997,105.49005,2
131,21.429879999999997,105.49038999999999,2
132,21.429879999999997,105.49277,2
133,21.429879999999997,105.49413999999999,2
134,21.429879999999997,105.49448000000001,2
135,21.429879999999997,105.49481999999999,2
136,21.429879999999997,105.49583999999999,2
137,21.429879999999997,105.49618000000001,2
138,21.429879999999997,105.49651999999999,2
139,21.429879999999997,105.49686000000001,3
140,21.429879999999997,105.4972,2
141,21.429879999999997,105.49753999999999,2
142,21.429879999999997,105.49788000000001,2
143,21.429879999999997,105.49821999999999,2
144,21.429879999999997,105.49856000000001,2
145,21.429879999999997,105.49891000000001,2
146,21.429879999999997,105.50436,3
147,21.429879999999997,105.50708,3
148,21.429879999999997,105.50742,2
149,21.429879999999997,105.50844,2
150,21.429879999999997,105.50947,2
151,21.429879999999997,105.50981000000002,2
152,21.429879999999997,105.51015,2
153,21.429879999999997,105.51048999999999,2
154,21.429879999999997,105.51116999999999,2
155,21.429879999999997,105.51151000000002,2
156,21.429879999999997,105.51185,2
157,21.429879999999997,105.51218999999999,2
158,21.429879999999997,105.51286999999999,3
159,21.429879999999997,105.51321000000002,4
160,21.429879999999997,105.51355,3
161,21.429879999999997,105.5139,2
162,21.429879999999997,105.51423999999999,2
163,21.429879999999997,105.51526000000001,2
164,21.429879999999997,105.5156,2
165,21.429879999999997,105.51593999999999,2
166,21.429879999999997,105.51628000000001,2
167,21.429879999999997,105.51661999999999,2
168,21.429879999999997,105.51696000000001,2
169,21.429879999999997,105.51867,2
170,21.429879999999997,105.51901000000001,2
