lat,lon
21.42988,106.13123
21.42988,106.13157
21.42988,106.13191
21.42988,106.13226
21.42988,106.1326
21.42988,106.13294
21.42988,106.13328
21.42988,106.13362
21.42988,106.13396
21.42988,106.1343
21.42988,106.13464
21.42988,106.13498
21.42988,106.13532
21.42988,106.13566
21.42988,106.136
21.42988,106.13634
21.42988,106.13668
21.42988,106.13702
21.42988,106.13737
21.42988,106.13771
21.42988,106.13805
21.42988,106.13839
21.42988,106.13873
21.42988,106.13907
21.42988,106.13941
21.42988,106.13975
21.42988,106.14009
21.42988,106.14043
21.42988,106.14077
21.42988,106.14111
21.42988,106.14145
21.42988,106.14179
21.42988,106.14214
21.42988,106.14248
21.42988,106.14282
21.42988,106.14316
21.42988,106.1435
21.42988,106.14384
21.42988,106.14418
21.42988,106.14452
21.42988,106.14486
21.42988,106.1452
21.42988,106.14554
21.42988,106.14588
21.42988,106.14622
21.42988,106.14656
21.42988,106.14691
21.42988,106.14725
21.42988,106.14759
21.42988,106.14793
21.42988,106.14827
21.42988,106.14861
21.42988,106.14895
21.42988,106.14929
21.42988,106.14963
21.42988,106.14997
21.42988,106.15031
21.42988,106.15065
21.42988,106.15099
21.42988,106.15133
21.42988,106.15167
21.42988,106.15202
21.42988,106.15236
21.42988,106.1527
21.42988,106.15304
21.42988,106.15372
21.42988,106.15406
21.42988,106.1544
21.42988,106.15474
21.42988,106.15508
21.42988,106.15679
21.42988,106.15713
21.42988,106.15747
21.42988,106.15781
21.42988,106.15815
21.42988,106.15849
21.42988,106.16019
21.42988,106.16258
21.42988,106.1636
21.42988,106.16496
21.42988,106.1653
21.42988,106.16564
21.42988,106.16598
21.42988,106.16632
21.42988,106.16667
21.42988,106.16701
21.42988,106.16769
21.42988,106.16803
21.42988,106.16837
21.42988,106.16871
21.42988,106.16905
21.42988,106.16939
21.42988,106.16973
21.42988,106.17007
21.42988,106.17041
21.42988,106.17075
21.42988,106.17109
21.42988,106.17143
21.42988,106.17178
21.42988,106.17212
21.42988,106.17246
21.42988,106.1728
21.42988,106.17348
21.42988,106.17416
21.42988,106.1745
21.42988,106.17689
21.42988,106.17723
21.42988,106.17757
21.42988,106.17791
21.42988,106.17825
21.42988,106.17859
21.42988,106.17893
21.42988,106.17927
21.42988,106.17961
21.42988,106.17995
21.42988,106.18029
21.42988,106.18063
21.42988,106.18097
21.42988,106.18132
21.42988,106.182
21.42988,106.18234
21.42988,106.18268
21.42988,106.18302
21.42988,106.18336
21.42988,106.1837
21.42988,106.18404
21.42988,106.18438
21.42988,106.18472
21.42988,106.18506
21.42988,106.1854
21.42988,106.18574
21.42988,106.18608
21.42988,106.18643
21.42988,106.18677
21.42988,106.18711
21.42988,106.18745
21.42988,106.18779
21.42988,106.18813
21.42988,106.18847
21.42988,106.18881
21.42988,106.18915
21.42988,106.18983
21.42988,106.19051
21.42988,106.19085
21.42988,106.1912
21.42988,106.19154
21.42988,106.19188
21.42988,106.19222
21.42988,106.19256
21.42988,106.19358
21.42988,106.19426
21.42988,106.1946
21.42988,106.19494
21.42988,106.19528
21.42988,106.19562
21.42988,106.19596
21.42988,106.19631
21.42988,106.19665
21.42988,106.19767
21.42988,106.20039
21.42988,106.20073
21.42988,106.20108
21.42988,106.20142
21.42988,106.20176
21.42988,106.2021
21.42988,106.20244
21.42988,106.20278
21.42988,106.20312
21.42988,106.20346
21.42988,106.2038
21.42988,106.20414
21.42988,106.20448
21.42988,106.20482
21.42988,106.20516
21.42988,106.22492
21.42988,106.22526
21.42988,106.22561
21.42988,106.22629
21.42988,106.22663
21.42988,106.22697
21.42988,106.22731
21.42988,106.22765
21.42988,106.22799
21.42988,106.22833
21.42988,106.22867
21.42988,106.22901
21.42988,106.22935
21.42988,106.22969
21.42988,106.23003
21.42988,106.23038
21.42988,106.23072
21.42988,106.23106
21.42988,106.2314
21.42988,106.23174
21.42988,106.23208
21.42988,106.23242
21.42988,106.23276
21.42988,106.2331
21.42988,106.23344
21.42988,106.23378
21.42988,106.23412
21.42988,106.23446
21.42988,106.2348
21.42988,106.23514
21.42988,106.23549
21.42988,106.23583
21.42988,106.23617
21.42988,106.23651
21.42988,106.23685
21.42988,106.23719
21.42988,106.23753
21.42988,106.23787
21.42988,106.23821
21.42988,106.23855
21.42988,106.23889
21.42988,106.23923
21.42988,106.23957
21.42988,106.23991
21.42988,106.24026
21.42988,106.2406
21.42988,106.24094
21.42988,106.24128
21.42988,106.24162
21.42988,106.24196
21.42988,106.2423
21.42988,106.24264
21.42988,106.24298
21.42988,106.24332
21.42988,106.24366
21.42988,106.244
21.42988,106.24434
21.42988,106.24468
21.42988,106.24502
21.42988,106.24537
21.42988,106.24571
21.42988,106.24605
21.42988,106.24639
21.42988,106.24673
21.42988,106.24707
21.42988,106.24741
21.42988,106.24775
21.42988,106.24809
21.42988,106.24843
21.42988,106.24877
21.42948,105.36126
21.42948,105.37728
21.42948,105.37762
21.42948,105.37796
21.42948,105.3783
21.42948,105.38171
21.42948,105.38273
21.42948,105.38307
21.42948,105.38477
21.42948,105.38511
21.42948,105.38545
21.42948,105.38579
21.42948,105.38614
21.42948,105.38648
21.42948,105.38682
21.42948,105.38716
21.42948,105.3875
21.42948,105.38784
21.42948,105.38818
21.42948,105.38852
21.42948,105.38886
21.42948,105.3892
